,pos,last_pos,peak,num_weeks,album,artist,entry_date,entry_pos,peak_pos,week,in
1214,15,1108,1,3,Love Yourself: Answer,BTS,2018-09-08,1,1,20180922,1214
1215,16,1100,16,1,Book Of Bad Decisions,CLUTCH,2018-09-22,16,16,20180922,1215
1216,17,1115,1,40,The Greatest Showman OST,VARIOUS ARTISTS,2017-12-30,71,1,20180922,1216
1217,18,1114,4,67,This One's For You,LUKE COMBS,2017-06-24,5,4,20180922,1217
1218,19,1117,1,80,Divide,ED SHEERAN,2017-03-25,1,1,20180922,1218
1219,20,1119,2,55,17,XXXTENTACION,2017-09-16,2,2,20180922,1219
1220,21,1100,21,1,YBN: The Mixtape,"YBN NAHMIR, YBN ALMIGHTY JAY & YBN CORDAE",2018-09-22,21,21,20180922,1220
1221,22,1118,3,17,Harder Than Ever,LIL BABY,2018-06-02,3,3,20180922,1221
1222,23,1113,7,3,Aura,OZUNA,2018-09-08,7,7,20180922,1222
1223,24,1116,4,5,Life's A Trip,TRIPPIE REDD,2018-08-25,4,4,20180922,1223
1224,25,1120,4,92,Stoney,POST MALONE,2016-12-31,6,4,20180922,1224
1225,26,1100,26,1,Best Day Ever,MAC MILLER,2018-09-22,26,26,20180922,1225
1226,27,1121,2,45,Red Pill Blues,MAROON 5,2017-11-25,2,2,20180922,1226
1227,28,1122,2,64,Evolve,IMAGINE DRAGONS,2017-07-15,2,2,20180922,1227
1228,29,1123,1,33,Culture II,MIGOS,2018-02-10,1,1,20180922,1228
1229,30,1124,3,155,Hamilton: An American Musical,ORIGINAL BROADWAY CAST RECORDING,2015-10-17,12,3,20180922,1229
1230,31,1126,1,44,Reputation,TAYLOR SWIFT,2017-12-02,1,1,20180922,1230
1231,32,1100,32,1,GO:OD AM,MAC MILLER,2018-09-22,32,32,20180922,1231
1232,33,1125,1,12,Pray For The Wicked,PANIC! AT THE DISCO,2018-07-07,1,1,20180922,1232
1233,34,1129,4,80,American Teen,KHALID,2017-03-25,9,4,20180922,1233
1234,35,1133,1,74,DAMN.,KENDRICK LAMAR,2017-05-06,1,1,20180922,1234
1235,36,1139,1,21,KOD,J. COLE,2018-05-05,1,1,20180922,1235
1236,37,1134,14,23,Cosmic,BAZZI,2018-04-21,35,14,20180922,1236
1237,38,1132,7,20,Until Death Call My Name,YOUNGBOY NEVER BROKE AGAIN,2018-05-12,7,7,20180922,1237
1238,39,1127,5,6,Stay Dangerous,YG,2018-08-18,5,5,20180922,1238
1239,40,1137,5,93,Kane Brown,KANE BROWN,2016-12-24,10,5,20180922,1239
1240,41,1170,31,16,The Essential Michael Jackson,MICHAEL JACKSON,2018-06-09,51,31,20180922,1240
1241,42,1130,1,13,Youngblood,5 SECONDS OF SUMMER,2018-06-30,1,1,20180922,1241
1242,43,1100,43,1,Raise Vibration,LENNY KRAVITZ,2018-09-22,43,43,20180922,1242
1243,44,1104,4,2,Bloom,TROYE SIVAN,2018-09-15,4,4,20180922,1243
1244,45,1164,1,16,Shawn Mendes,SHAWN MENDES,2018-06-09,1,1,20180922,1244
1245,46,1136,6,12,Dan + Shay,DAN + SHAY,2018-07-07,6,6,20180922,1245
1246,47,1142,1,55,Luv Is Rage 2,LIL UZI VERT,2017-09-16,1,1,20180922,1246
1247,48,1141,1,150,Traveller,CHRIS STAPLETON,2015-11-21,1,1,20180922,1247
1248,49,1100,49,1,Blue Slide Park,MAC MILLER,2018-09-22,49,49,20180922,1248
1249,50,1100,50,1,The Divine Feminine,MAC MILLER,2018-09-22,50,50,20180922,1249
1250,51,1140,2,9,Rolling Papers 2,WIZ KHALIFA,2018-07-28,2,2,20180922,1250
1251,52,1145,38,25,Greatest Hits,QUEEN,2018-04-07,86,38,20180922,1251
1252,53,1131,1,22,Rearview Town,JASON ALDEAN,2018-04-28,1,1,20180922,1252
1253,54,1146,38,37,Don't Smile At Me,BILLIE EILISH,2018-01-13,167,38,20180922,1253
1254,55,1135,35,91,Curtain Call: The Hits,EMINEM,2017-01-07,177,35,20180922,1254
1255,56,1100,56,1,Young Sick Camellia,ST. PAUL & THE BROKEN BONES,2018-09-22,56,56,20180922,1255
1256,57,1143,13,12,Expectations,BEBE REXHA,2018-07-07,13,13,20180922,1256
1257,58,1153,1,49,Perception,NF,2017-10-28,1,1,20180922,1257
1258,59,1100,59,1,Watching Movies With The Sound Off,MAC MILLER,2018-09-22,59,59,20180922,1258
1259,60,1100,60,1,Nina Cried Power EP,HOZIER,2018-09-22,60,60,20180922,1259
1260,61,1152,3,66,Ctrl,SZA,2017-07-01,3,3,20180922,1260
1261,62,1147,1,35,Camila,CAMILA CABELLO,2018-01-27,1,1,20180922,1261
1262,63,1154,3,72,Views,DRAKE,2017-05-20,6,3,20180922,1262
1263,64,1157,10,36,Life Of A Dark Rose,LIL SKIES,2018-01-20,23,10,20180922,1263
1264,65,1165,47,47,H.E.R.,H.E.R.,2017-11-11,108,47,20180922,1264
1265,66,1166,1,31,"Black Panther: The Album, Music From And Inspired By OST",VARIOUS ARTISTS,2018-02-24,1,1,20180922,1265
1266,67,1144,3,9,Mamma Mia!: Here We Go Again OST,VARIOUS ARTISTS,2018-07-28,20,3,20180922,1266
1267,68,1138,8,4,Young Stoner Life: Slime Language,VARIOUS ARTISTS,2018-09-01,8,8,20180922,1267
1268,69,1148,2,13,EVERYTHING IS LOVE,THE CARTERS,2018-06-30,2,2,20180922,1268
1269,70,1100,70,1,In The Blue Light,PAUL SIMON,2018-09-22,70,70,20180922,1269
1270,71,1100,71,1,Supernatural,UPCHURCH,2018-09-22,71,71,20180922,1270
1271,72,1158,1,15,ye,KANYE WEST,2018-06-16,1,1,20180922,1271
1272,73,1160,2,95,Moana OST,VARIOUS ARTISTS,2016-12-10,16,2,20180922,1272
1273,74,1169,42,195,Take Care,DRAKE,2015-01-10,194,42,20180922,1273
1274,75,1167,64,3,More Life,DRAKE,2018-09-08,64,64,20180922,1274
1275,76,1100,76,1,Hardwired... To Self-Destruct,METALLICA,2018-09-22,76,76,20180922,1275
1276,77,1159,1,53,Life Changes,THOMAS RHETT,2017-09-30,1,1,20180922,1276
1277,78,1156,18,83,Brett Young,BRETT YOUNG,2017-03-04,18,18,20180922,1277
1278,79,1109,9,2,8 Letters,WHY DON'T WE,2018-09-15,9,9,20180922,1278
1279,80,1155,19,3,4 Respect EP,YOUNGBOY NEVER BROKE AGAIN,2018-09-08,19,19,20180922,1279
1280,81,1173,1,94,Starboy,THE WEEKND,2016-12-17,1,1,20180922,1280
1281,82,1178,1,221,X,ED SHEERAN,2014-07-12,1,1,20180922,1281
1282,83,1172,2,95,24K Magic,BRUNO MARS,2016-12-10,2,2,20180922,1282
1283,84,1176,3,46,Heartbreak On A Full Moon,CHRIS BROWN,2017-11-18,3,3,20180922,1283
1284,85,1162,5,244,Legend: The Best Of Bob Marley And The Wailers,BOB MARLEY AND THE WAILERS,2014-02-01,117,5,20180922,1284
1285,86,1181,23,44,Diamonds,ELTON JOHN,2017-12-02,23,23,20180922,1285
1286,87,1183,22,55,Odisea,OZUNA,2017-09-16,22,22,20180922,1286
1287,88,1100,88,1,Pacific Northwest '73-'74: The Complete Collection,GRATEFUL DEAD,2018-09-22,88,88,20180922,1287
1288,89,1177,53,90,Night Visions,IMAGINE DRAGONS,2017-01-14,167,53,20180922,1288
1289,90,1161,7,4,All Of It,COLE SWINDELL,2018-09-01,7,7,20180922,1289
1290,91,1174,68,41,Journey's Greatest Hits,JOURNEY,2017-12-23,199,68,20180922,1290
1291,92,1175,69,47,Rumours,FLEETWOOD MAC,2017-11-11,178,69,20180922,1291
1292,93,1184,55,32,Drip Season 3,GUNNA,2018-02-17,55,55,20180922,1292
1293,94,1185,4,18,Voicenotes,CHARLIE PUTH,2018-05-26,4,4,20180922,1293
1294,95,1216,5,86,2014 Forest Hills Drive,J. COLE,2017-02-11,5,5,20180922,1294
1295,96,1191,31,20,Speak Your Mind,ANNE-MARIE,2018-05-12,31,31,20180922,1295
1296,97,1100,97,1,4Loyalty EP,YOUNGBOY NEVER BROKE AGAIN,2018-09-22,97,97,20180922,1296
1297,98,1196,95,3,Greatest Hits,2PAC,2018-09-08,95,85,20180922,1297
1298,99,1189,2,24,The World Is Yours,RICH THE KID,2018-04-14,2,2,20180922,1298
1299,100,1203,2,56,Project Baby Two,KODAK BLACK,2017-09-09,2,2,20180922,1299
1300,101,1179,15,39,Chronicle The 20 Greatest Hits,CREEDENCE CLEARWATER REVIVAL,2018-01-03,15,15,20180922,1300
1301,102,1195,26,17,"13 Reasons Why, Season 2 OST",VARIOUS ARTISTS,2018-06-02,34,26,20180922,1301
1302,103,1182,4,29,DAY69,6IX9INE,2018-03-10,4,4,20180922,1302
1303,104,1198,3,18,Die Lit,PLAYBOI CARTI,2018-05-26,3,3,20180922,1303
1304,105,1100,105,1,"The Very Best Of Aretha Franklin, The 60's",ARETHA FRANKLIN,2018-09-22,105,105,20180922,1304
1305,106,1100,106,1,Macadelic,MAC MILLER,2018-09-22,106,106,20180922,1305
1306,107,1201,1,106,Birds In The Trap Sing McKnight,TRAVIS SCOTT,2016-09-24,1,1,20180922,1306
1307,108,1204,2,222,In The Lonely Hour,SAM SMITH,2014-07-05,2,2,20180922,1307
1308,109,1194,29,20,Ready EP,ELLA MAI,2018-05-12,87,29,20180922,1308
1309,110,1205,1,159,Beauty Behind The Madness,THE WEEKND,2015-09-19,1,1,20180922,1309
1310,111,1197,1,174,Blurryface,TWENTY ONE PILOTS,2015-06-06,1,1,20180922,1310
1311,112,1192,50,15,I met you when I was 18. (the playlist),LAUV,2018-06-16,50,50,20180922,1311
1312,113,1190,2,50,Greatest Hits,TOM PETTY AND THE HEARTBREAKERS,2017-10-21,2,2,20180922,1312
1313,114,1209,60,14,Their Greatest Hits 1971-1975,EAGLES,2018-06-23,196,60,20180922,1313
1314,115,1210,4,16,Testing,A$AP ROCKY,2018-06-09,4,4,20180922,1314
1315,116,1208,3,39,The Beautiful & Damned,G-EAZY,2018-01-03,3,3,20180922,1315
1316,117,1218,74,37,Freudian,DANIEL CAESAR,2018-01-13,122,74,20180922,1316
1317,118,1202,9,21,The Thrill Of It All,SAM SMITH,2018-05-05,9,9,20180922,1317
1318,119,1180,2,7,Songs For The Saints,KENNY CHESNEY,2018-08-11,2,2,20180922,1318
1319,120,1219,27,62,Dua Lipa,DUA LIPA,2017-07-29,162,27,20180922,1319
1320,121,1199,3,10,Beastmode 2,FUTURE,2018-07-21,3,3,20180922,1320
1321,122,1227,1,24,My Dear Melancholy EP,THE WEEKND,2018-04-14,1,1,20180922,1321
1322,123,1222,1,138,ANTI,RIHANNA,2016-02-13,27,1,20180922,1322
1323,124,1211,6,19,SR3MM,RAE SREMMURD & SWAE LEE & SLIM JXMMI,2018-05-19,6,6,20180922,1323
1324,125,1213,31,66,1989,TAYLOR SWIFT,2017-07-01,31,31,20180922,1324
1325,126,1214,45,103,California Sunrise,JON PARDI,2016-10-15,184,45,20180922,1325
1326,127,1100,127,1,The Song Remains The Same OST,LED ZEPPELIN,2018-09-22,127,127,20180922,1326
1327,128,1226,37,26,"Love, Simon OST",VARIOUS ARTISTS,2018-03-31,37,37,20180922,1327
1328,129,1224,1,67,hopeless fountain kingdom,HALSEY,2017-06-24,1,1,20180922,1328
1329,130,1229,27,199,"good kid, m.A.A.d city",KENDRICK LAMAR,2014-12-13,181,27,20180922,1329
1330,131,1206,98,26,Icon: Greatest Hits,BOB SEGER & THE SILVER BULLET BAND,2018-03-31,150,98,20180922,1330
1331,132,1248,7,71,There's Really A Wolf,RUSS,2017-05-27,7,7,20180922,1331
1332,133,1286,133,6,Hozier,HOZIER,2018-08-18,195,133,20180922,1332
1333,134,1212,1,40,What Makes You Country,LUKE BRYAN,2017-12-30,1,1,20180922,1333
1334,135,1221,11,7,Trolls OST,VARIOUS ARTISTS,2018-08-11,11,11,20180922,1334
1335,136,1188,82,8,All Time Greatest Hits,LYNYRD SKYNYRD,2018-08-04,135,82,20180922,1335
1336,137,1217,11,85,Metallica,METALLICA,2017-02-18,11,11,20180922,1336
1337,138,1239,28,13,Revenge,XXXTENTACION,2018-06-30,30,28,20180922,1337
1338,139,1242,90,37,Nothing Was The Same,DRAKE,2018-01-13,128,90,20180922,1338
1339,140,1207,76,37,Greatest Hits So Far...,ZAC BROWN BAND,2018-01-13,184,76,20180922,1339
1340,141,1228,29,41,A Decade Of Destruction,FIVE FINGER DEATH PUNCH,2017-12-23,29,29,20180922,1340
1341,142,1220,3,203,Montevallo,SAM HUNT,2014-11-15,3,3,20180922,1341
1342,143,1233,26,7,Queen Naija EP,QUEEN NAIJA,2018-08-11,26,26,20180922,1342
1343,144,1240,1,85,Culture,MIGOS,2017-02-18,1,1,20180922,1343
1344,145,1100,145,1,Passion Like Fire,TAMIA,2018-09-22,145,145,20180922,1344
1345,146,1246,92,38,Doo-Wops & Hooligans,BRUNO MARS,2018-01-06,166,92,20180922,1345
1346,147,1231,25,11,Gold - Greatest Hits,ABBA,2018-07-14,170,25,20180922,1346
1347,148,1232,72,37,Greatest Hits,THE NOTORIOUS B.I.G.,2018-01-13,175,72,20180922,1347
1348,149,1223,123,2,Greatest Hits,GUNS N'ROSES,2018-09-15,123,123,20180922,1348
1349,150,1252,4,46,Without Warning,"21 SAVAGE, OFFSET & METRO BOOMIN",2017-11-18,4,4,20180922,1349
1350,151,1249,3,50,Tell Me You Love Me,DEMI LOVATO,2017-10-21,3,3,20180922,1350
1351,152,1266,8,155,TRAPSOUL,BRYSON TILLER,2015-10-17,11,8,20180922,1351
1352,153,1237,2,71,From A Room: Volume 1,CHRIS STAPLETON,2017-05-27,2,2,20180922,1352
1353,154,1235,13,13,Redemption,JAY ROCK,2018-06-30,13,13,20180922,1353
1354,155,1245,145,2,Recovery,EMINEM,2018-09-15,145,122,20180922,1354
1355,156,1269,111,21,Dangerous Woman,ARIANA GRANDE,2018-05-05,146,111,20180922,1355
1356,157,1293,53,4,Onepointfive,AMINE,2018-09-01,53,53,20180922,1356
1357,158,1186,86,2,Revival,EMINEM,2018-09-15,86,86,20180922,1357
1358,159,1258,17,22,Too Hard,LIL BABY,2018-04-28,17,17,20180922,1358
1359,160,1236,122,18,Back In Black,AC/DC,2018-05-26,149,122,20180922,1359
1360,161,1255,38,39,1,THE BEATLES,2018-01-03,175,38,20180922,1360
1361,162,1257,46,44,Illuminate,SHAWN MENDES,2017-12-02,84,46,20180922,1361
1362,163,1225,72,3,Florida Georgia Line EP,FLORIDA GEORGIA LINE,2018-09-08,72,72,20180922,1362
1363,164,1247,141,3,Greatest Hits,RED HOT CHILI PEPPERS,2018-09-08,141,141,20180922,1363
1364,165,1243,1,139,Death Of A Bachelor,PANIC! AT THE DISCO,2016-02-06,1,1,20180922,1364
1365,166,1260,152,10,Blonde,FRANK OCEAN,2018-07-21,183,152,20180922,1365
1366,167,1100,167,1,Rodeo,TRAVIS SCOTT,2018-09-22,167,167,20180922,1366
1367,168,1244,110,38,Happy Endings,OLD DOMINION,2018-01-06,199,110,20180922,1367
1368,169,1270,1,27,Bobby Tarantino II,LOGIC,2018-03-24,1,1,20180922,1368
1369,170,1100,170,1,How Can It Be,LAUREN DAIGLE,2018-09-22,170,136,20180922,1369
1370,171,1264,1,147,25,ADELE,2015-12-12,1,1,20180922,1370
1371,172,1251,28,19,Simi,BLOCBOY JB,2018-05-19,28,28,20180922,1371
1372,173,1265,165,2,bloom,MACHINE GUN KELLY,2018-09-15,165,165,20180922,1372
1373,174,1241,95,38,Dig Your Roots,FLORIDA GEORGIA LINE,2018-01-06,156,95,20180922,1373
1374,175,1253,42,9,Real Hasta La Muerte,ANUEL AA,2018-07-28,51,42,20180922,1374
1375,176,1238,4,17,And Justice For None,FIVE FINGER DEATH PUNCH,2018-06-02,4,4,20180922,1375
1376,177,1263,143,9,Abbey Road,THE BEATLES,2018-07-28,155,143,20180922,1376
1377,178,1273,162,8,21,ADELE,2018-08-04,162,150,20180922,1377
1378,179,1274,139,12,Hot Rocks 1964-1971,THE ROLLING STONES,2018-07-07,196,139,20180922,1378
1379,180,1200,100,2,4Freedom EP,YOUNGBOY NEVER BROKE AGAIN,2018-09-15,100,100,20180922,1379
1380,181,1262,109,37,Tangled Up,THOMAS RHETT,2018-01-13,154,109,20180922,1380
1381,182,1291,177,5,The Life Of Pablo,KANYE WEST,2018-08-25,187,175,20180922,1381
1382,183,1100,183,1,4275,JACQUEES,2018-09-22,183,183,20180922,1382
1383,184,1284,145,8,Flower Boy,"TYLER, THE CREATOR",2018-08-04,175,145,20180922,1383
1384,185,1278,134,16,[Hybrid Theory],LINKIN PARK,2018-06-09,185,134,20180922,1384
1385,186,1272,8,17,Reckless,NAV,2018-06-02,8,8,20180922,1385
1386,187,1267,120,28,Reloaded: 20 #1 Hits,BLAKE SHELTON,2018-03-17,150,120,20180922,1386
1387,188,1277,177,8,Ultimate Sinatra,FRANK SINATRA,2018-08-04,190,177,20180922,1387
1388,189,1290,5,51,Trip,JHENE AIKO,2017-10-14,5,5,20180922,1388
1389,190,1275,175,2,From The Fires,GRETA VAN FLEET,2018-09-15,175,175,20180922,1389
1390,191,1297,8,122,Coloring Book,CHANCE THE RAPPER,2016-06-04,8,8,20180922,1390
1391,192,1289,178,11,Greatest Hits: Decade #1,CARRIE UNDERWOOD,2018-07-14,181,153,20180922,1391
1392,193,1268,11,6,Bet On Me,MONEYBAGG YO,2018-08-18,11,11,20180922,1392
1393,194,1281,15,16,Vibras,J BALVIN,2018-06-09,15,15,20180922,1393
1394,195,1254,112,18,Sounds Of Summer:The Very Best Of The Beach Boys,THE BEACH BOYS,2018-05-26,193,112,20180922,1394
1395,196,1100,196,1,Beautiful Trauma,P!NK,2018-09-22,196,196,20180922,1395
1396,197,1282,92,26,Greatest Hits: The Ultimate Collection,BON JOVI,2018-03-31,171,92,20180922,1396
1397,198,1287,1,75,Memories... Do Not Open,THE CHAINSMOKERS,2017-04-29,1,1,20180922,1397
1398,199,1295,88,37,If You're Reading This It's Too Late,DRAKE,2018-01-13,144,88,20180922,1398
1399,200,1285,180,10,I Am... Sasha Fierce,BEYONCE,2018-07-21,195,180,20180922,1399
1400,1,1300,1,1,Kamikaze,EMINEM,2018-09-15,1,1,20180915,1400
1401,2,1302,1,5,Astroworld,TRAVIS SCOTT,2018-08-18,1,1,20180915,1401
1402,3,1303,1,10,Scorpion,DRAKE,2018-07-14,1,1,20180915,1402
1403,4,1300,4,1,Bloom,TROYE SIVAN,2018-09-15,4,4,20180915,1403
1404,5,1304,1,3,Sweetener,ARIANA GRANDE,2018-09-01,1,1,20180915,1404
1405,6,1306,1,19,beerbongs & bentleys,POST MALONE,2018-05-12,1,1,20180915,1405
1406,7,1305,2,4,Queen,NICKI MINAJ,2018-08-25,2,2,20180915,1406
1407,8,1301,1,2,Love Yourself: Answer,BTS,2018-09-08,1,1,20180915,1407
1408,9,1300,9,1,8 Letters,WHY DON'T WE,2018-09-15,9,9,20180915,1408
1409,10,1309,4,16,Goodbye & Good Riddance,JUICE WRLD,2018-06-02,15,4,20180915,1409
1410,11,1311,1,25,?,XXXTENTACION,2018-03-31,1,1,20180915,1410
1411,12,1310,1,22,Invasion Of Privacy,CARDI B,2018-04-21,1,1,20180915,1411
1412,13,1307,7,2,Aura,OZUNA,2018-09-08,7,7,20180915,1412
1413,14,1315,4,66,This One's For You,LUKE COMBS,2017-06-24,5,4,20180915,1413
1414,15,1314,1,39,The Greatest Showman OST,VARIOUS ARTISTS,2017-12-30,71,1,20180915,1414
1415,16,1313,4,4,Life's A Trip,TRIPPIE REDD,2018-08-25,4,4,20180915,1415
1416,17,1317,1,79,Divide,ED SHEERAN,2017-03-25,1,1,20180915,1416
1417,18,1316,3,16,Harder Than Ever,LIL BABY,2018-06-02,3,3,20180915,1417
1418,19,1308,2,54,17,XXXTENTACION,2017-09-16,2,2,20180915,1418
1419,20,1318,4,91,Stoney,POST MALONE,2016-12-31,6,4,20180915,1419
1420,21,1320,2,44,Red Pill Blues,MAROON 5,2017-11-25,2,2,20180915,1420
1421,22,1322,2,63,Evolve,IMAGINE DRAGONS,2017-07-15,2,2,20180915,1421
1422,23,1324,1,32,Culture II,MIGOS,2018-02-10,1,1,20180915,1422
1423,24,1329,3,154,Hamilton: An American Musical,ORIGINAL BROADWAY CAST RECORDING,2015-10-17,12,3,20180915,1423
1424,25,1328,1,11,Pray For The Wicked,PANIC! AT THE DISCO,2018-07-07,1,1,20180915,1424
1425,26,1325,1,43,Reputation,TAYLOR SWIFT,2017-12-02,1,1,20180915,1425
1426,27,1326,5,5,Stay Dangerous,YG,2018-08-18,5,5,20180915,1426
1427,28,1490,6,4,30 Greatest Hits,ARETHA FRANKLIN,2018-08-25,7,6,20180915,1427
1428,29,1333,4,79,American Teen,KHALID,2017-03-25,9,4,20180915,1428
1429,30,1338,1,12,Youngblood,5 SECONDS OF SUMMER,2018-06-30,1,1,20180915,1429
1430,31,1327,1,21,Rearview Town,JASON ALDEAN,2018-04-28,1,1,20180915,1430
1431,32,1332,7,19,Until Death Call My Name,YOUNGBOY NEVER BROKE AGAIN,2018-05-12,7,7,20180915,1431
1432,33,1336,1,73,DAMN.,KENDRICK LAMAR,2017-05-06,1,1,20180915,1432
1433,34,1334,14,22,Cosmic,BAZZI,2018-04-21,35,14,20180915,1433
1434,35,1363,35,90,Curtain Call: The Hits,EMINEM,2017-01-07,177,35,20180915,1434
1435,36,1340,6,11,Dan + Shay,DAN + SHAY,2018-07-07,6,6,20180915,1435
1436,37,1343,5,92,Kane Brown,KANE BROWN,2016-12-24,10,5,20180915,1436
1437,38,1321,8,3,Young Stoner Life: Slime Language,VARIOUS ARTISTS,2018-09-01,8,8,20180915,1437
1438,39,1341,1,20,KOD,J. COLE,2018-05-05,1,1,20180915,1438
1439,40,1339,2,8,Rolling Papers 2,WIZ KHALIFA,2018-07-28,2,2,20180915,1439
1440,41,1345,1,149,Traveller,CHRIS STAPLETON,2015-11-21,1,1,20180915,1440
1441,42,1344,1,54,Luv Is Rage 2,LIL UZI VERT,2017-09-16,1,1,20180915,1441
1442,43,1346,13,11,Expectations,BEBE REXHA,2018-07-07,13,13,20180915,1442
1443,44,1330,3,8,Mamma Mia!: Here We Go Again OST,VARIOUS ARTISTS,2018-07-28,20,3,20180915,1443
1444,45,1351,38,24,Greatest Hits,QUEEN,2018-04-07,86,38,20180915,1444
1445,46,1348,38,36,Don't Smile At Me,BILLIE EILISH,2018-01-13,167,38,20180915,1445
1446,47,1347,1,34,Camila,CAMILA CABELLO,2018-01-27,1,1,20180915,1446
1447,48,1342,2,12,EVERYTHING IS LOVE,THE CARTERS,2018-06-30,2,2,20180915,1447
1448,49,1300,49,1,My New Moon,AMOS LEE,2018-09-15,49,49,20180915,1448
1449,50,1485,3,13,The Mountain,DIERKS BENTLEY,2018-06-23,3,3,20180915,1449
1450,51,1300,51,1,Flow State,TASH SULTANA,2018-09-15,51,51,20180915,1450
1451,52,1355,3,65,Ctrl,SZA,2017-07-01,3,3,20180915,1451
1452,53,1356,1,48,Perception,NF,2017-10-28,1,1,20180915,1452
1453,54,1354,3,71,Views,DRAKE,2017-05-20,6,3,20180915,1453
1454,55,1319,19,2,4 Respect EP,YOUNGBOY NEVER BROKE AGAIN,2018-09-08,19,19,20180915,1454
1455,56,1353,18,82,Brett Young,BRETT YOUNG,2017-03-04,18,18,20180915,1455
1456,57,1357,10,35,Life Of A Dark Rose,LIL SKIES,2018-01-20,23,10,20180915,1456
1457,58,1352,1,14,ye,KANYE WEST,2018-06-16,1,1,20180915,1457
1458,59,1358,1,52,Life Changes,THOMAS RHETT,2017-09-30,1,1,20180915,1458
1459,60,1360,2,94,Moana OST,VARIOUS ARTISTS,2016-12-10,16,2,20180915,1459
1460,61,1337,7,3,All Of It,COLE SWINDELL,2018-09-01,7,7,20180915,1460
1461,62,1368,5,243,Legend: The Best Of Bob Marley And The Wailers,BOB MARLEY AND THE WAILERS,2014-02-01,117,5,20180915,1461
1462,63,1300,63,1,Fuck Everybody 2,BLAC YOUNGSTA,2018-09-15,63,63,20180915,1462
1463,64,1361,1,15,Shawn Mendes,SHAWN MENDES,2018-06-09,1,1,20180915,1463
1464,65,1362,47,46,H.E.R.,H.E.R.,2017-11-11,108,47,20180915,1464
1465,66,1367,1,30,"Black Panther: The Album, Music From And Inspired By OST",VARIOUS ARTISTS,2018-02-24,1,1,20180915,1465
1466,67,1364,64,2,More Life,DRAKE,2018-09-08,64,64,20180915,1466
1467,68,1300,68,1,Is This Thing Cursed?,ALKALINE TRIO,2018-09-15,68,68,20180915,1467
1468,69,1366,42,194,Take Care,DRAKE,2015-01-10,194,42,20180915,1468
1469,70,1331,31,15,The Essential Michael Jackson,MICHAEL JACKSON,2018-06-09,51,31,20180915,1469
1470,71,1350,3,5,Swimming,MAC MILLER,2018-08-18,3,3,20180915,1470
1471,72,1369,2,94,24K Magic,BRUNO MARS,2016-12-10,2,2,20180915,1471
1472,73,1374,1,93,Starboy,THE WEEKND,2016-12-17,1,1,20180915,1472
1473,74,1375,68,40,Journey's Greatest Hits,JOURNEY,2017-12-23,199,68,20180915,1473
1474,75,1385,69,46,Rumours,FLEETWOOD MAC,2017-11-11,178,69,20180915,1474
1475,76,1371,3,45,Heartbreak On A Full Moon,CHRIS BROWN,2017-11-18,3,3,20180915,1475
1476,77,1377,53,89,Night Visions,IMAGINE DRAGONS,2017-01-14,167,53,20180915,1476
1477,78,1373,1,220,X,ED SHEERAN,2014-07-12,1,1,20180915,1477
1478,79,1380,15,38,Chronicle The 20 Greatest Hits,CREEDENCE CLEARWATER REVIVAL,2018-01-03,15,15,20180915,1478
1479,80,1365,2,6,Songs For The Saints,KENNY CHESNEY,2018-08-11,2,2,20180915,1479
1480,81,1379,23,43,Diamonds,ELTON JOHN,2017-12-02,23,23,20180915,1480
1481,82,1392,4,28,DAY69,6IX9INE,2018-03-10,4,4,20180915,1481
1482,83,1376,22,54,Odisea,OZUNA,2017-09-16,22,22,20180915,1482
1483,84,1391,55,31,Drip Season 3,GUNNA,2018-02-17,55,55,20180915,1483
1484,85,1387,4,17,Voicenotes,CHARLIE PUTH,2018-05-26,4,4,20180915,1484
1485,86,1300,86,1,Revival,EMINEM,2018-09-15,86,86,20180915,1485
1486,87,1312,12,2,Rainier Fog,ALICE IN CHAINS,2018-09-08,12,12,20180915,1486
1487,88,1382,82,7,All Time Greatest Hits,LYNYRD SKYNYRD,2018-08-04,135,82,20180915,1487
1488,89,1386,2,23,The World Is Yours,RICH THE KID,2018-04-14,2,2,20180915,1488
1489,90,1393,2,49,Greatest Hits,TOM PETTY AND THE HEARTBREAKERS,2017-10-21,2,2,20180915,1489
1490,91,1383,31,19,Speak Your Mind,ANNE-MARIE,2018-05-12,31,31,20180915,1490
1491,92,1394,50,14,I met you when I was 18. (the playlist),LAUV,2018-06-16,50,50,20180915,1491
1492,93,1300,93,1,Don Season 2,DON Q,2018-09-15,93,93,20180915,1492
1493,94,1402,29,19,Ready EP,ELLA MAI,2018-05-12,87,29,20180915,1493
1494,95,1381,26,16,"13 Reasons Why, Season 2 OST",VARIOUS ARTISTS,2018-06-02,34,26,20180915,1494
1495,96,1395,95,2,Greatest Hits,2PAC,2018-09-08,95,85,20180915,1495
1496,97,1397,1,173,Blurryface,TWENTY ONE PILOTS,2015-06-06,1,1,20180915,1496
1497,98,1389,3,17,Die Lit,PLAYBOI CARTI,2018-05-26,3,3,20180915,1497
1498,99,1378,3,9,Beastmode 2,FUTURE,2018-07-21,3,3,20180915,1498
1499,100,1300,100,1,4Freedom EP,YOUNGBOY NEVER BROKE AGAIN,2018-09-15,100,100,20180915,1499
1500,101,1401,1,105,Birds In The Trap Sing McKnight,TRAVIS SCOTT,2016-09-24,1,1,20180915,1500
